case_id,employee_id,created_date,resolved_date,country,department,category,priority,channel,agent_id,agent_tenure_months,sla_target_hours,resolution_hours,sla_met,first_contact_resolution,reopened,csat
C000221,E03933,2025-07-03,2025-07-04,PL,Finance,Payroll,Standard,Portal,A005,10,24,15.8,1,0,0,4
C000222,E03973,2025-07-03,2025-07-05,PL,Operations,Payroll,High,Portal,A006,4,24,47.9,0,0,1,3
C000223,E00074,2025-07-04,2025-07-05,PL,Sales,Benefits,Standard,Portal,A037,15,48,21.4,1,1,0,5
C000224,E00116,2025-07-04,2025-07-07,IT,Customer Service,Employee Relations,Standard,Phone,A037,15,72,69.1,1,0,0,
C000225,E00185,2025-07-04,2025-07-05,IT,Operations,Contract & Documents,Standard,Portal,A004,2,48,14.3,1,1,0,
C000226,E00218,2025-07-04,2025-07-09,IT,Operations,Benefits,Standard,Phone,A005,10,48,110.0,0,0,1,2
C000227,E00297,2025-07-04,2025-07-05,ES,Operations,Leave & Absence,Standard,Phone,A016,51,24,8.7,1,1,0,
C000228,E00302,2025-07-04,2025-07-05,PL,Finance,Payroll,Standard,Portal,A002,23,24,15.1,1,1,0,4
C000229,E00309,2025-07-04,2025-07-05,PL,Operations,Contract & Documents,High,Portal,A006,4,48,22.3,1,1,0,
C000230,E00321,2025-07-04,2025-07-05,PL,Finance,Systems & Access,Standard,Chat,A029,17,8,10.1,0,0,0,2
C000231,E00551,2025-07-04,2025-07-16,DE,Customer Service,Employee Relations,Standard,Phone,A002,23,72,279.3,0,0,0,
C000232,E00579,2025-07-04,2025-07-05,IT,Tech,Payroll,Standard,Phone,A006,4,24,25.2,0,1,0,
C000233,E00579,2025-07-04,2025-07-05,IT,Tech,Leave & Absence,Standard,Portal,A014,11,24,15.7,1,1,0,
C000234,E00711,2025-07-04,2025-07-05,IT,Operations,Onboarding & Offboarding,Standard,Chat,A033,12,48,21.9,1,0,1,
C000235,E00743,2025-07-04,2025-07-05,PL,Customer Service,Contract & Documents,Standard,Portal,A019,18,48,26.1,1,0,1,
C000236,E00867,2025-07-04,2025-07-05,DE,Operations,Onboarding & Offboarding,Standard,Phone,A037,15,48,12.3,1,0,0,5
C000237,E00895,2025-07-04,2025-07-05,PL,Customer Service,Leave & Absence,High,Portal,A022,19,24,13.3,1,0,1,4
C000238,E01048,2025-07-04,2025-07-04,DE,Sales,Contract & Documents,High,Phone,A011,14,48,11.8,1,0,1,
C000239,E01139,2025-07-04,2025-07-04,IT,Customer Service,Payroll,Standard,Portal,A035,21,24,5.0,1,1,0,
C000240,E01152,2025-07-04,2025-07-05,IT,Finance,Performance & Development,Standard,Phone,A032,48,72,29.9,1,0,0,5
C000241,E01253,2025-07-04,2025-07-05,IT,Operations,Onboarding & Offboarding,Standard,Portal,A041,22,48,23.1,1,1,0,
C000242,E01274,2025-07-04,2025-07-05,PL,Operations,Payroll,Standard,Portal,A019,18,24,28.4,0,0,1,
C000243,E01319,2025-07-04,2025-07-04,PL,Tech,Payroll,Standard,Chat,A023,52,24,7.3,1,0,0,
C000244,E01333,2025-07-04,2025-07-05,IT,Finance,Leave & Absence,Standard,Portal,A023,52,24,17.8,1,1,0,
C000245,E01402,2025-07-04,2025-07-05,DE,Operations,Payroll,Standard,Portal,A003,10,24,9.2,1,1,0,
C000246,E01408,2025-07-04,2025-07-05,DE,Customer Service,Payroll,Standard,Chat,A006,4,24,8.5,1,0,0,5
C000247,E01411,2025-07-04,2025-07-04,IT,Customer Service,Systems & Access,Standard,Portal,A018,17,8,1.9,1,1,0,4
C000248,E01431,2025-07-04,2025-07-06,IT,Customer Service,Employee Relations,High,Portal,A024,21,72,54.3,1,1,0,
C000249,E01444,2025-07-04,2025-07-06,DE,Operations,Benefits,Standard,Portal,A024,21,48,44.4,1,1,0,5
C000250,E01477,2025-07-04,2025-07-04,PL,Operations,Payroll,Standard,Chat,A021,29,24,2.1,1,1,0,
C000251,E01535,2025-07-04,2025-07-04,IT,Tech,Benefits,Standard,Portal,A012,63,48,6.5,1,0,0,
C000252,E01641,2025-07-04,2025-07-04,PL,Tech,Leave & Absence,Standard,Portal,A005,10,24,8.5,1,1,0,
C000253,E01643,2025-07-04,2025-07-04,PL,Operations,Leave & Absence,High,Portal,A020,11,24,7.0,1,1,0,
C000254,E01652,2025-07-04,2025-07-06,DE,Operations,Payroll,High,Portal,A018,17,24,42.0,0,1,0,4
C000255,E01777,2025-07-04,2025-07-08,DE,Finance,Benefits,Standard,Portal,A042,1,48,88.2,0,1,0,4
C000256,E01779,2025-07-04,2025-07-04,PL,Operations,Leave & Absence,Standard,Phone,A022,19,24,8.3,1,1,0,
C000257,E01834,2025-07-04,2025-07-05,PL,Customer Service,Contract & Documents,Standard,Chat,A014,11,48,30.9,1,1,0,4
C000258,E01850,2025-07-04,2025-07-05,IT,Sales,Leave & Absence,Standard,Portal,A022,19,24,19.0,1,1,0,
C000259,E01921,2025-07-04,2025-07-04,DE,Customer Service,Payroll,Standard,Portal,A022,19,24,6.3,1,1,0,
C000260,E01960,2025-07-04,2025-07-05,DE,Customer Service,Leave & Absence,Standard,Phone,A003,10,24,23.7,1,1,0,4
C000261,E02034,2025-07-04,2025-07-04,IT,Customer Service,Onboarding & Offboarding,Standard,Portal,A035,21,48,6.0,1,0,0,4
C000262,E02081,2025-07-04,2025-07-05,PL,HR,Contract & Documents,Standard,Chat,A019,18,48,13.5,1,0,0,4
C000263,E02090,2025-07-04,2025-07-05,IT,Sales,Contract & Documents,Critical,Portal,A036,11,48,13.4,1,1,0,
C000264,E02149,2025-07-04,2025-07-04,ES,Operations,Leave & Absence,Standard,Portal,A009,20,24,9.5,1,0,0,5
C000265,E02218,2025-07-04,2025-07-05,PL,Customer Service,Employee Relations,High,Phone,A012,63,72,13.9,1,1,0,4
C000266,E02221,2025-07-04,2025-07-06,DE,HR,Leave & Absence,Standard,Phone,A005,10,24,55.6,0,1,0,
C000267,E02243,2025-07-04,2025-07-06,PL,Operations,Benefits,Standard,Portal,A034,20,48,44.4,1,0,1,4
C000268,E02306,2025-07-04,2025-07-04,PL,Operations,Leave & Absence,Standard,Portal,A011,14,24,8.6,1,1,0,
C000269,E02323,2025-07-04,2025-07-04,DE,Operations,Systems & Access,Standard,Chat,A016,51,8,0.8,1,1,0,5
C000270,E02367,2025-07-04,2025-07-05,DE,Operations,Contract & Documents,Standard,Portal,A031,13,48,26.3,1,0,1,
C000271,E02385,2025-07-04,2025-07-04,PL,HR,Leave & Absence,Standard,Chat,A012,63,24,8.4,1,1,0,
C000272,E02406,2025-07-04,2025-07-04,IT,Tech,Systems & Access,High,Portal,A006,4,8,5.6,1,0,0,4
C000273,E02443,2025-07-04,2025-07-07,IT,Customer Service,Benefits,Standard,Portal,A030,30,48,81.2,0,1,0,
C000274,E02520,2025-07-04,2025-07-05,ES,HR,Payroll,Standard,Chat,A011,14,24,12.3,1,1,0,5
C000275,E02535,2025-07-04,2025-07-06,PL,Customer Service,Leave & Absence,Standard,Phone,A020,11,24,41.9,0,0,1,2
C000276,E02582,2025-07-04,2025-07-06,IT,Sales,Leave & Absence,Standard,Portal,A031,13,24,46.0,0,1,0,
C000277,E02583,2025-07-04,2025-07-05,DE,Customer Service,Contract & Documents,Standard,Portal,A034,20,48,15.3,1,1,0,
C000278,E02624,2025-07-04,2025-07-04,IT,Sales,Benefits,Standard,Phone,A001,84,48,9.2,1,1,0,5
C000279,E02688,2025-07-04,2025-07-04,DE,Customer Service,Leave & Absence,Standard,Portal,A024,21,24,9.1,1,1,0,5
C000280,E02712,2025-07-04,2025-07-04,IT,Tech,Payroll,Standard,Portal,A038,6,24,4.8,1,0,0,
C000281,E02721,2025-07-04,2025-07-05,DE,Tech,Leave & Absence,High,Phone,A012,63,24,7.6,1,1,0,4
C000282,E02740,2025-07-04,2025-07-05,PL,Sales,Benefits,Standard,Phone,A004,2,48,25.1,1,0,1,
C000283,E02760,2025-07-04,2025-07-07,DE,Customer Service,Employee Relations,Standard,Phone,A037,15,72,66.8,1,1,0,5
C000284,E02858,2025-07-04,2025-07-04,PL,Customer Service,Systems & Access,Standard,Phone,A012,63,8,3.1,1,0,1,4
C000285,E03017,2025-07-04,2025-07-06,PL,Sales,Leave & Absence,Standard,Portal,A025,3,24,39.6,0,0,0,3
C000286,E03039,2025-07-04,2025-07-05,IT,Finance,Benefits,Standard,Phone,A015,9,48,22.1,1,1,0,4
C000287,E03065,2025-07-04,2025-07-04,IT,Finance,Onboarding & Offboarding,Standard,Chat,A002,23,48,7.4,1,1,0,4
C000288,E03216,2025-07-04,2025-07-04,IT,HR,Systems & Access,Standard,Chat,A024,21,8,1.5,1,0,0,5
C000289,E03274,2025-07-04,2025-07-06,PL,Customer Service,Onboarding & Offboarding,Standard,Portal,A042,1,48,39.4,1,0,1,4
C000290,E03291,2025-07-04,2025-07-04,IT,Operations,Systems & Access,Standard,Portal,A037,15,8,4.2,1,1,0,
C000291,E03320,2025-07-04,2025-07-05,PL,HR,Payroll,Standard,Portal,A001,84,24,36.0,0,1,0,4
C000292,E03354,2025-07-04,2025-07-05,IT,Customer Service,Contract & Documents,Standard,Phone,A040,9,48,27.8,1,1,0,
C000293,E03413,2025-07-04,2025-07-05,DE,HR,Payroll,Standard,Portal,A042,1,24,25.0,0,0,1,3
C000294,E03421,2025-07-04,2025-07-06,IT,Tech,Contract & Documents,Standard,Portal,A027,12,48,43.7,1,1,0,4
C000295,E03658,2025-07-04,2025-07-04,PL,Tech,Payroll,Standard,Phone,A016,51,24,7.2,1,1,0,5
C000296,E03820,2025-07-04,2025-07-05,ES,Finance,Leave & Absence,Standard,Chat,A011,14,24,17.2,1,0,1,
C000297,E00048,2025-07-05,2025-07-05,PL,Tech,Leave & Absence,High,Phone,A012,63,24,2.0,1,0,0,
C000298,E00067,2025-07-05,2025-07-06,IT,Customer Service,Contract & Documents,Standard,Portal,A019,18,48,15.7,1,0,0,
C000299,E00098,2025-07-05,2025-07-06,PL,Finance,Payroll,Standard,Chat,A013,5,24,20.3,1,0,0,
C000300,E00184,2025-07-05,2025-07-06,DE,HR,Onboarding & Offboarding,Standard,Portal,A006,4,48,24.4,1,0,0,5
C000301,E00218,2025-07-05,2025-07-07,IT,Operations,Contract & Documents,Standard,Chat,A010,7,48,34.2,1,0,0,5
C000302,E00298,2025-07-05,2025-07-06,DE,Operations,Contract & Documents,Standard,Phone,A014,11,48,11.2,1,1,0,4
C000303,E00319,2025-07-05,2025-07-08,IT,Operations,Employee Relations,High,Portal,A029,17,72,76.0,0,1,0,
C000304,E00367,2025-07-05,2025-07-05,IT,Tech,Contract & Documents,Standard,Phone,A003,10,48,10.0,1,1,0,
C000305,E00465,2025-07-05,2025-07-07,IT,Operations,Contract & Documents,High,Phone,A014,11,48,40.2,1,1,0,
C000306,E00541,2025-07-05,2025-07-07,PL,Customer Service,Employee Relations,Standard,Chat,A041,22,72,40.6,1,0,0,4
C000307,E00621,2025-07-05,2025-07-06,ES,Tech,Leave & Absence,Standard,Portal,A006,4,24,14.9,1,0,1,
C000308,E00652,2025-07-05,2025-07-06,PL,Operations,Employee Relations,Standard,Portal,A029,17,72,28.8,1,1,0,5
C000309,E00741,2025-07-05,2025-07-05,IT,Sales,Leave & Absence,Standard,Portal,A032,48,24,6.8,1,1,0,4
C000310,E00861,2025-07-05,2025-07-06,IT,Customer Service,Payroll,Standard,Portal,A029,17,24,8.9,1,0,0,
C000311,E00862,2025-07-05,2025-07-06,PL,Customer Service,Payroll,High,Portal,A021,29,24,31.7,0,1,0,3
C000312,E00877,2025-07-05,2025-07-16,DE,Operations,Onboarding & Offboarding,Standard,Portal,A018,17,48,261.2,0,1,0,3
C000313,E00930,2025-07-05,2025-07-05,PL,Finance,Leave & Absence,Standard,Phone,A030,30,24,2.9,1,1,0,
C000314,E00950,2025-07-05,2025-07-05,PL,Operations,Payroll,Critical,Portal,A020,11,24,1.1,1,1,0,
C000315,E00970,2025-07-05,2025-07-06,PL,Sales,Payroll,Standard,Portal,A035,21,24,19.4,1,1,0,5
C000316,E01126,2025-07-05,2025-07-07,PL,HR,Benefits,Standard,Portal,A012,63,48,49.2,0,1,0,
C000317,E01288,2025-07-05,2025-07-06,PL,Operations,Leave & Absence,Standard,Phone,A035,21,24,11.3,1,0,0,
C000318,E01385,2025-07-05,2025-07-06,DE,Customer Service,Performance & Development,Standard,Portal,A007,2,72,31.2,1,0,0,
C000319,E01391,2025-07-05,2025-07-07,PL,Operations,Onboarding & Offboarding,Standard,Portal,A006,4,48,34.7,1,1,0,5
C000320,E01393,2025-07-05,2025-07-05,PL,Customer Service,Systems & Access,Standard,Phone,A011,14,8,2.8,1,1,0,
C000321,E01440,2025-07-05,2025-07-08,PL,Operations,Employee Relations,Standard,Portal,A014,11,72,76.2,0,0,0,
C000322,E01590,2025-07-05,2025-07-05,IT,Customer Service,Payroll,Standard,Portal,A010,7,24,9.0,1,1,0,5
C000323,E01675,2025-07-05,2025-07-07,PL,HR,Payroll,Standard,Portal,A034,20,24,35.4,0,1,0,3
C000324,E01768,2025-07-05,2025-07-07,IT,HR,Benefits,High,Phone,A039,11,48,33.1,1,1,0,4
C000325,E01795,2025-07-05,2025-07-05,IT,Operations,Payroll,High,Phone,A025,3,24,7.5,1,0,1,4
C000326,E01841,2025-07-05,2025-07-06,DE,Customer Service,Payroll,Standard,Portal,A037,15,24,18.6,1,1,0,
C000327,E01852,2025-07-05,2025-07-05,PL,Operations,Payroll,Standard,Portal,A022,19,24,7.7,1,0,1,4
C000328,E01860,2025-07-05,2025-07-05,PL,Operations,Payroll,Standard,Chat,A004,2,24,12.7,1,0,0,5
C000329,E01908,2025-07-05,2025-07-06,IT,Customer Service,Onboarding & Offboarding,Standard,Phone,A022,19,48,31.2,1,0,1,
C000330,E01923,2025-07-05,2025-07-05,PL,Operations,Onboarding & Offboarding,High,Portal,A026,11,48,2.7,1,0,0,
C000331,E02023,2025-07-05,2025-07-05,PL,Customer Service,Performance & Development,Standard,Portal,A041,22,72,11.0,1,1,0,5
C000332,E02181,2025-07-05,2025-07-05,IT,Tech,Systems & Access,High,Portal,A035,21,8,1.0,1,1,0,5
C000333,E02203,2025-07-05,2025-07-05,ES,Operations,Systems & Access,Standard,Portal,A018,17,8,2.1,1,1,0,
C000334,E02231,2025-07-05,2025-07-06,DE,Tech,Performance & Development,Standard,Chat,A039,11,72,23.9,1,1,0,
C000335,E02405,2025-07-05,2025-07-05,IT,Finance,Payroll,Standard,Portal,A002,23,24,12.8,1,0,0,5
C000336,E02448,2025-07-05,2025-07-05,IT,Operations,Leave & Absence,Critical,Portal,A004,2,24,5.9,1,0,1,
C000337,E02479,2025-07-05,2025-07-05,DE,Operations,Systems & Access,Standard,Chat,A039,11,8,3.9,1,1,0,
C000338,E02604,2025-07-05,2025-07-06,IT,Operations,Benefits,High,Portal,A027,12,48,17.8,1,1,0,
C000339,E02726,2025-07-05,2025-07-09,IT,Customer Service,Benefits,Standard,Phone,A017,27,48,84.6,0,1,0,
C000340,E02845,2025-07-05,2025-07-06,DE,Customer Service,Payroll,Standard,Phone,A018,17,24,19.8,1,0,0,5
C000341,E02867,2025-07-05,2025-07-07,IT,Customer Service,Leave & Absence,Standard,Phone,A007,2,24,42.7,0,0,0,
C000342,E02896,2025-07-05,2025-07-06,IT,Tech,Benefits,High,Phone,A003,10,48,17.2,1,1,0,4
C000343,E03062,2025-07-05,2025-07-09,ES,Tech,Performance & Development,Standard,Chat,A036,11,72,87.1,0,0,1,3
C000344,E03096,2025-07-05,2025-07-06,ES,Customer Service,Leave & Absence,Standard,Chat,A035,21,24,15.6,1,1,0,5
C000345,E03150,2025-07-05,2025-07-06,ES,Sales,Onboarding & Offboarding,Standard,Portal,A040,9,48,27.7,1,1,0,5
C000346,E03262,2025-07-05,2025-07-06,PL,Customer Service,Contract & Documents,Standard,Chat,A005,10,48,25.4,1,1,0,
C000347,E03292,2025-07-05,2025-07-06,ES,Sales,Onboarding & Offboarding,Standard,Phone,A038,6,48,19.1,1,1,0,
C000348,E03444,2025-07-05,2025-07-06,IT,Operations,Payroll,Critical,Portal,A004,2,24,19.9,1,1,0,5
C000349,E03509,2025-07-05,2025-07-05,DE,Customer Service,Systems & Access,Standard,Phone,A030,30,8,3.2,1,0,0,
C000350,E03531,2025-07-05,2025-07-06,ES,Operations,Employee Relations,High,Chat,A015,9,72,15.4,1,1,0,
C000351,E03537,2025-07-05,2025-07-06,IT,Tech,Payroll,Standard,Portal,A041,22,24,11.5,1,0,0,3
C000352,E03542,2025-07-05,2025-07-09,PL,Sales,Contract & Documents,Standard,Chat,A007,2,48,99.0,0,1,0,
C000353,E03567,2025-07-05,2025-07-06,PL,Customer Service,Contract & Documents,Standard,Portal,A026,11,48,14.9,1,1,0,
C000354,E03608,2025-07-05,2025-07-07,IT,HR,Benefits,Standard,Portal,A006,4,48,42.5,1,0,0,
C000355,E03787,2025-07-05,2025-07-08,IT,Tech,Performance & Development,Standard,Portal,A025,3,72,79.4,0,0,1,2
C000356,E03797,2025-07-05,2025-07-06,ES,Finance,Payroll,Standard,Portal,A007,2,24,16.9,1,0,0,
C000357,E03850,2025-07-05,2025-07-05,ES,Customer Service,Leave & Absence,Standard,Portal,A020,11,24,7.7,1,1,0,
C000358,E03979,2025-07-05,2025-07-06,DE,HR,Contract & Documents,Standard,Portal,A042,1,48,20.7,1,0,1,
C000359,E00002,2025-07-06,2025-07-07,PL,Sales,Benefits,Standard,Portal,A014,11,48,14.3,1,1,0,5
C000360,E00296,2025-07-06,2025-07-07,IT,Customer Service,Payroll,Standard,Phone,A010,7,24,8.1,1,1,0,4
C000361,E00299,2025-07-06,2025-07-06,IT,Operations,Leave & Absence,High,Phone,A022,19,24,7.1,1,0,0,5
C000362,E00310,2025-07-06,2025-07-07,PL,Sales,Payroll,Critical,Phone,A022,19,24,8.8,1,1,0,4
C000363,E00322,2025-07-06,2025-07-08,ES,Customer Service,Employee Relations,Standard,Phone,A030,30,72,36.9,1,1,0,
C000364,E00323,2025-07-06,2025-07-06,IT,HR,Leave & Absence,High,Phone,A017,27,24,2.6,1,1,0,5
C000365,E00428,2025-07-06,2025-07-07,PL,Customer Service,Leave & Absence,Standard,Portal,A015,9,24,25.8,0,1,0,3
C000366,E00455,2025-07-06,2025-07-07,ES,Operations,Payroll,Standard,Portal,A003,10,24,21.8,1,1,0,5
C000367,E00469,2025-07-06,2025-07-09,PL,HR,Benefits,Standard,Portal,A029,17,48,71.1,0,0,1,3
C000368,E00487,2025-07-06,2025-07-07,PL,Sales,Payroll,Standard,Phone,A025,3,24,13.4,1,0,0,
C000369,E00507,2025-07-06,2025-07-07,ES,Customer Service,Employee Relations,Standard,Phone,A022,19,72,22.5,1,0,0,4
C000370,E00590,2025-07-06,2025-07-08,IT,Sales,Benefits,Standard,Portal,A018,17,48,38.0,1,0,0,
C000371,E00682,2025-07-06,2025-07-06,PL,Operations,Benefits,Standard,Portal,A028,17,48,8.1,1,0,1,4
C000372,E00695,2025-07-06,2025-07-06,DE,Sales,Payroll,Standard,Chat,A026,11,24,7.0,1,1,0,4
C000373,E00789,2025-07-06,2025-07-08,IT,Customer Service,Onboarding & Offboarding,Standard,Portal,A016,51,48,33.5,1,1,0,4
C000374,E00883,2025-07-06,2025-07-07,ES,Operations,Onboarding & Offboarding,High,Phone,A039,11,48,18.1,1,1,0,5
C000375,E00982,2025-07-06,2025-07-07,PL,Sales,Leave & Absence,Standard,Portal,A003,10,24,19.3,1,0,0,
C000376,E01098,2025-07-06,2025-07-06,PL,Finance,Payroll,Standard,Phone,A031,13,24,3.0,1,1,0,
C000377,E01187,2025-07-06,2025-07-07,IT,Operations,Leave & Absence,High,Chat,A042,1,24,10.6,1,0,0,4
C000378,E01193,2025-07-06,2025-07-07,PL,Operations,Payroll,Standard,Phone,A030,30,24,19.6,1,1,0,
C000379,E01307,2025-07-06,2025-07-06,ES,Operations,Systems & Access,High,Phone,A012,63,8,1.1,1,0,0,
C000380,E01339,2025-07-06,2025-07-06,DE,Tech,Leave & Absence,Standard,Portal,A005,10,24,1.4,1,1,0,5
C000381,E01370,2025-07-06,2025-07-09,IT,HR,Contract & Documents,Standard,Portal,A011,14,48,76.3,0,1,0,
C000382,E01455,2025-07-06,2025-07-07,ES,Sales,Contract & Documents,Standard,Phone,A014,11,48,21.0,1,1,0,
C000383,E01574,2025-07-06,2025-07-07,PL,Finance,Benefits,Standard,Portal,A031,13,48,13.5,1,0,1,
C000384,E01625,2025-07-06,2025-07-07,PL,Operations,Benefits,Standard,Portal,A041,22,48,29.8,1,1,0,
C000385,E01777,2025-07-06,2025-07-06,DE,Finance,Contract & Documents,Standard,Chat,A017,27,48,4.7,1,1,0,
C000386,E01784,2025-07-06,2025-07-06,PL,Customer Service,Benefits,High,Chat,A026,11,48,12.2,1,1,0,
C000387,E01864,2025-07-06,2025-07-06,PL,Customer Service,Contract & Documents,Standard,Portal,A017,27,48,9.0,1,0,0,
C000388,E01916,2025-07-06,2025-07-07,DE,Operations,Contract & Documents,High,Portal,A031,13,48,16.8,1,1,0,
C000389,E01932,2025-07-06,2025-07-06,PL,Tech,Contract & Documents,High,Chat,A002,23,48,10.6,1,1,0,4
C000390,E01940,2025-07-06,2025-07-09,IT,Sales,Performance & Development,Standard,Portal,A018,17,72,62.6,1,1,0,
C000391,E02094,2025-07-06,2025-07-09,PL,Operations,Benefits,Standard,Phone,A019,18,48,76.3,0,1,0,5
C000392,E02135,2025-07-06,2025-07-07,IT,Sales,Performance & Development,Standard,Portal,A024,21,72,16.4,1,1,0,5
C000393,E02251,2025-07-06,2025-07-08,IT,Customer Service,Leave & Absence,Standard,Chat,A007,2,24,37.0,0,0,1,2
C000394,E02334,2025-07-06,2025-07-11,DE,Operations,Performance & Development,Standard,Portal,A020,11,72,130.9,0,1,0,
C000395,E02347,2025-07-06,2025-07-06,PL,Operations,Payroll,High,Portal,A042,1,24,4.7,1,0,0,
C000396,E02380,2025-07-06,2025-07-06,DE,Customer Service,Leave & Absence,High,Phone,A010,7,24,5.3,1,1,0,4
C000397,E02463,2025-07-06,2025-07-07,IT,Operations,Benefits,Standard,Chat,A007,2,48,16.3,1,0,0,
C000398,E02464,2025-07-06,2025-07-08,DE,Customer Service,Contract & Documents,Standard,Portal,A039,11,48,37.2,1,1,0,
C000399,E02621,2025-07-06,2025-07-06,IT,Customer Service,Leave & Absence,Standard,Chat,A026,11,24,5.1,1,0,1,4
C000400,E02648,2025-07-06,2025-07-06,IT,Operations,Leave & Absence,Standard,Phone,A041,22,24,3.2,1,0,1,3
C000401,E02673,2025-07-06,2025-07-09,IT,Customer Service,Onboarding & Offboarding,Standard,Portal,A004,2,48,83.7,0,0,0,2
C000402,E02760,2025-07-06,2025-07-06,DE,Customer Service,Systems & Access,Standard,Chat,A037,15,8,2.1,1,0,1,
C000403,E02802,2025-07-06,2025-07-07,PL,Sales,Payroll,Standard,Portal,A034,20,24,19.1,1,0,1,4
C000404,E02828,2025-07-06,2025-07-06,PL,Operations,Leave & Absence,High,Chat,A012,63,24,3.4,1,1,0,
C000405,E03070,2025-07-06,2025-07-06,IT,Sales,Leave & Absence,High,Portal,A018,17,24,5.7,1,1,0,4
C000406,E03127,2025-07-06,2025-07-08,PL,Customer Service,Leave & Absence,Standard,Portal,A024,21,24,42.5,0,0,1,
C000407,E03227,2025-07-06,2025-07-07,ES,HR,Contract & Documents,Standard,Phone,A003,10,48,25.7,1,0,0,
C000408,E03279,2025-07-06,2025-07-07,DE,Sales,Payroll,Standard,Chat,A034,20,24,10.2,1,1,0,4
C000409,E03350,2025-07-06,2025-07-07,ES,Tech,Benefits,High,Portal,A018,17,48,19.1,1,0,1,
C000410,E03373,2025-07-06,2025-07-06,PL,Tech,Systems & Access,High,Portal,A014,11,8,2.0,1,0,0,5
C000411,E03381,2025-07-06,2025-07-09,IT,Customer Service,Leave & Absence,Standard,Chat,A012,63,24,70.3,0,0,1,3
C000412,E03459,2025-07-06,2025-07-07,ES,HR,Payroll,Standard,Phone,A040,9,24,21.8,1,0,1,
C000413,E03468,2025-07-06,2025-07-07,IT,Operations,Leave & Absence,Standard,Phone,A022,19,24,12.3,1,1,0,
C000414,E03528,2025-07-06,2025-07-08,DE,HR,Performance & Development,Standard,Chat,A040,9,72,56.1,1,0,0,
C000415,E03528,2025-07-06,2025-07-06,DE,HR,Systems & Access,Standard,Chat,A036,11,8,3.0,1,0,1,4
C000416,E03581,2025-07-06,2025-07-07,IT,Customer Service,Systems & Access,Standard,Chat,A034,20,8,14.5,0,1,0,4
C000417,E03598,2025-07-06,2025-07-06,DE,HR,Payroll,High,Chat,A033,12,24,7.9,1,1,0,5
C000418,E03694,2025-07-06,2025-07-06,ES,Sales,Payroll,Standard,Phone,A004,2,24,9.8,1,1,0,
C000419,E03777,2025-07-06,2025-07-06,PL,Operations,Payroll,High,Portal,A034,20,24,5.7,1,1,0,5
C000420,E03892,2025-07-06,2025-07-07,PL,Tech,Contract & Documents,Standard,Portal,A039,11,48,17.2,1,1,0,
C000421,E03907,2025-07-06,2025-07-06,ES,Tech,Payroll,Standard,Chat,A040,9,24,9.1,1,1,0,
C000422,E03931,2025-07-06,2025-07-06,PL,Sales,Leave & Absence,High,Phone,A030,30,24,10.2,1,1,0,
C000423,E03989,2025-07-06,2025-07-06,DE,Customer Service,Payroll,High,Portal,A006,4,24,7.5,1,1,0,
C000424,E00024,2025-07-07,2025-07-07,IT,Operations,Systems & Access,High,Phone,A004,2,8,4.5,1,1,0,5
C000425,E00038,2025-07-07,2025-07-08,IT,Customer Service,Payroll,High,Phone,A030,30,24,22.1,1,0,1,
C000426,E00066,2025-07-07,2025-07-07,PL,Sales,Systems & Access,Standard,Portal,A013,5,8,1.0,1,0,1,4
C000427,E00271,2025-07-07,2025-07-07,IT,Tech,Systems & Access,High,Portal,A009,20,8,1.4,1,0,1,
C000428,E00277,2025-07-07,2025-07-08,ES,Operations,Leave & Absence,Standard,Chat,A015,9,24,27.1,0,0,0,4
C000429,E00284,2025-07-07,2025-07-08,DE,Tech,Contract & Documents,Standard,Chat,A014,11,48,17.7,1,0,0,4
C000430,E00307,2025-07-07,2025-07-07,ES,Customer Service,Payroll,High,Phone,A030,30,24,4.3,1,1,0,5
C000431,E00335,2025-07-07,2025-07-08,IT,Operations,Leave & Absence,Standard,Portal,A008,18,24,13.7,1,1,0,
C000432,E00382,2025-07-07,2025-07-08,DE,Customer Service,Onboarding & Offboarding,High,Chat,A028,17,48,26.4,1,1,0,
